order_id,client_id,product_id,country,order_date,quantity,unit_price,status
PART-20250402-165001,3944,1415,France,2025-04-02,6,224.9,CANCELLED
PART-20250402-165002,27960,2897,USA,2025-04-02,20,164.45,PAID
PART-20250402-165003,8374,1354,UK,2025-04-02,15,348.11,PAID
PART-20250402-165004,12701,2321,USA,2025-04-02,8,152.48,CANCELLED
PART-20250402-165005,3338,2332,USA,2025-04-02,10,488.14,PAID
PART-20250402-165006,6375,2172,UK,2025-04-02,14,233.46,PAID
PART-20250402-165007,19689,1109,Canada,2025-04-02,14,256.28,PAID
PART-20250402-165008,8755,1183,USA,2025-04-02,16,227.57,PAID
PART-20250402-165009,29175,2973,UK,2025-04-02,17,483.8,PAID
PART-20250402-165010,6691,1727,UK,2025-04-02,8,456.92,PAID
PART-20250402-165011,24885,2198,USA,2025-04-02,8,196.15,PAID
PART-20250402-165012,12998,1573,UK,2025-04-02,8,308.62,PAID
PART-20250402-165013,7943,1532,USA,2025-04-02,7,237.43,PAID
PART-20250402-165014,13164,2492,UK,2025-04-02,7,278.25,PAID
PART-20250402-165015,24555,1445,USA,2025-04-02,5,376.69,PAID
PART-20250402-165016,21689,2370,UK,2025-04-02,7,497.62,PAID
PART-20250402-165017,11577,1710,UK,2025-04-02,17,495.77,PAID
PART-20250402-165018,20762,1877,USA,2025-04-02,7,471.17,PAID
PART-20250402-165019,18624,2174,UK,2025-04-02,16,382.3,PAID
PART-20250402-165020,29185,2577,Germany,2025-04-02,15,260.75,PAID
PART-20250402-165021,12352,2065,Germany,2025-04-02,5,443.76,PAID
PART-20250402-165022,13423,1205,USA,2025-04-02,12,319.86,PAID
PART-20250402-165023,7964,1932,UK,2025-04-02,7,308.01,PAID
PART-20250402-165024,16341,1417,Germany,2025-04-02,11,278.03,PAID
PART-20250402-165025,10802,2886,USA,2025-04-02,18,298.21,PAID
PART-20250402-165026,6078,1241,UK,2025-04-02,9,239.02,PAID
PART-20250402-165027,26743,2194,Germany,2025-04-02,17,462.95,CANCELLED
PART-20250402-165028,13935,2387,USA,2025-04-02,19,268.54,PAID
PART-20250402-165029,14228,1117,USA,2025-04-02,11,168.15,PAID
PART-20250402-165030,11071,1827,USA,2025-04-02,20,463.23,PAID
PART-20250402-165031,26999,1073,Canada,2025-04-02,8,352.66,PAID
PART-20250402-165032,15838,2645,Germany,2025-04-02,10,435.66,PAID
PART-20250402-165033,3528,2543,UK,2025-04-02,8,367.34,PAID
PART-20250402-165034,20243,2452,Germany,2025-04-02,19,183.84,PAID
PART-20250402-165035,4708,2921,Germany,2025-04-02,19,270.35,PAID
PART-20250402-165036,25200,2800,USA,2025-04-02,14,171.95,PAID
PART-20250402-165037,22852,2842,USA,2025-04-02,17,491.13,PAID
PART-20250402-165038,11873,2249,USA,2025-04-02,20,258.71,PAID
PART-20250402-165039,8192,2687,Canada,2025-04-02,7,154.38,PAID
PART-20250402-165040,27158,2832,USA,2025-04-02,6,244.79,PAID
PART-20250402-165041,24529,1797,USA,2025-04-02,5,464.98,PAID
PART-20250402-165042,17937,2455,Germany,2025-04-02,14,258.47,PAID
PART-20250402-165043,2008,1500,USA,2025-04-02,13,478.92,PAID
PART-20250402-165044,26716,1715,Germany,2025-04-02,16,389.91,CANCELLED
PART-20250402-165045,12927,2335,Canada,2025-04-02,7,171.47,CANCELLED
PART-20250402-165046,20913,1737,USA,2025-04-02,20,437.06,CANCELLED
PART-20250402-165047,9812,2812,UK,2025-04-02,6,423.42,PAID
PART-20250402-165048,19923,2880,USA,2025-04-02,16,324.29,PAID
PART-20250402-165049,26034,2072,Canada,2025-04-02,5,278.63,PAID
PART-20250402-165050,22897,1797,USA,2025-04-02,12,310.43,PAID
PART-20250402-165051,19231,2965,USA,2025-04-02,20,399.18,PAID
PART-20250402-165052,9540,2236,USA,2025-04-02,5,403.73,PAID
PART-20250402-165053,1432,1000,USA,2025-04-02,19,181.09,PAID
PART-20250402-165054,19899,1277,UK,2025-04-02,6,263.76,PAID
PART-20250402-165055,24123,2401,France,2025-04-02,19,240.27,PAID
PART-20250402-165056,4755,1300,Canada,2025-04-02,9,332.23,PAID
PART-20250402-165057,11457,2838,UK,2025-04-02,7,276.0,PAID
PART-20250402-165058,9637,2917,Canada,2025-04-02,7,477.27,PAID
PART-20250402-165059,23764,2234,Germany,2025-04-02,5,283.21,PAID
PART-20250402-165060,4268,1461,UK,2025-04-02,8,339.48,PAID
PART-20250402-165061,12172,1757,USA,2025-04-02,13,486.38,PAID
PART-20250402-165062,14096,2865,UK,2025-04-02,7,184.82,PAID
PART-20250402-165063,14443,2869,Germany,2025-04-02,15,230.49,PAID
PART-20250402-165064,2407,1128,UK,2025-04-02,16,210.49,PAID
PART-20250402-165065,22947,1562,USA,2025-04-02,20,431.01,PAID
PART-20250402-165066,673,1971,USA,2025-04-02,8,237.94,PAID
PART-20250402-165067,2289,1824,Germany,2025-04-02,20,428.69,PAID
PART-20250402-165068,16716,2117,UK,2025-04-02,13,209.99,PAID
PART-20250402-165069,17698,1827,USA,2025-04-02,6,419.05,PAID
PART-20250402-165070,10019,1044,USA,2025-04-02,20,154.25,PAID
PART-20250402-165071,9617,1205,Canada,2025-04-02,8,303.51,CANCELLED
PART-20250402-165072,24178,2579,Germany,2025-04-02,14,483.28,PAID
PART-20250402-165073,19923,2902,UK,2025-04-02,19,190.24,PAID
PART-20250402-165074,4592,2612,Germany,2025-04-02,15,296.07,PAID
PART-20250402-165075,1528,1396,Germany,2025-04-02,16,350.2,PAID
PART-20250402-165076,14053,1348,Germany,2025-04-02,7,470.49,PAID
PART-20250402-165077,12759,2313,USA,2025-04-02,6,471.21,PAID
PART-20250402-165078,1328,2697,USA,2025-04-02,12,177.22,PAID
PART-20250402-165079,24105,2977,Canada,2025-04-02,13,421.46,PAID
PART-20250402-165080,7409,2323,UK,2025-04-02,12,334.68,PAID
PART-20250402-165081,16896,2999,UK,2025-04-02,18,281.2,PAID
PART-20250402-165082,9968,2460,USA,2025-04-02,13,326.91,PAID
PART-20250402-165083,28808,1358,USA,2025-04-02,5,490.34,PAID
PART-20250402-165084,3736,1970,USA,2025-04-02,6,404.84,PAID
PART-20250402-165085,19126,2104,UK,2025-04-02,7,496.39,PAID
PART-20250402-165086,5390,2489,UK,2025-04-02,5,432.06,PAID
PART-20250402-165087,26333,2172,Canada,2025-04-02,16,304.82,PAID
PART-20250402-165088,24828,2381,USA,2025-04-02,20,418.43,PAID
PART-20250402-165089,6006,1877,Germany,2025-04-02,18,457.57,CANCELLED
PART-20250402-165090,22311,2258,USA,2025-04-02,16,340.36,PAID
PART-20250402-165091,2784,2010,UK,2025-04-02,5,337.38,PAID
PART-20250402-165092,2099,1768,USA,2025-04-02,13,324.01,PAID
PART-20250402-165093,17743,2743,France,2025-04-02,9,228.15,PAID
PART-20250402-165094,6787,1711,Germany,2025-04-02,17,268.73,PAID
PART-20250402-165095,9418,2664,UK,2025-04-02,11,319.88,CANCELLED
PART-20250402-165096,23906,1361,USA,2025-04-02,7,475.38,PAID
PART-20250402-165097,9289,2205,Germany,2025-04-02,9,451.51,PAID
PART-20250402-165098,19085,2973,Canada,2025-04-02,18,422.43,PAID
PART-20250402-165099,16611,1328,USA,2025-04-02,15,278.59,PAID
PART-20250402-165100,21688,2726,UK,2025-04-02,5,355.78,PAID
PART-20250402-165101,1500,1763,USA,2025-04-02,5,176.78,CANCELLED
PART-20250402-165102,20834,1718,USA,2025-04-02,7,316.07,PAID
PART-20250402-165103,29757,1329,UK,2025-04-02,7,313.51,PAID
PART-20250402-165104,16336,1581,USA,2025-04-02,16,458.47,PAID
PART-20250402-165105,29418,1119,USA,2025-04-02,9,299.84,CANCELLED
PART-20250402-165106,7335,1105,UK,2025-04-02,17,436.6,PAID
PART-20250402-165107,8122,1373,USA,2025-04-02,5,442.74,PAID
PART-20250402-165108,15672,2076,USA,2025-04-02,11,482.59,PAID
PART-20250402-165109,9938,2691,Germany,2025-04-02,5,485.13,PAID
PART-20250402-165110,22506,2142,UK,2025-04-02,7,150.89,PAID
PART-20250402-165111,15374,1290,USA,2025-04-02,10,162.42,PAID
PART-20250402-165112,25618,1520,Canada,2025-04-02,13,267.49,PAID
PART-20250402-165113,27720,1676,UK,2025-04-02,9,232.92,PAID
PART-20250402-165114,19459,2921,Germany,2025-04-02,16,490.21,PAID
PART-20250402-165115,6894,1279,USA,2025-04-02,5,340.31,PAID
PART-20250402-165116,5759,2786,UK,2025-04-02,20,202.1,PAID
PART-20250402-165117,9936,1148,Germany,2025-04-02,10,226.51,PAID
PART-20250402-165118,2461,2049,USA,2025-04-02,20,406.11,PAID
PART-20250402-165119,26302,1762,Germany,2025-04-02,12,373.17,PAID
PART-20250402-165120,5182,1900,USA,2025-04-02,13,436.15,PAID
PART-20250402-165121,27289,1688,Germany,2025-04-02,18,294.38,PAID
PART-20250402-165122,19043,1892,USA,2025-04-02,7,417.3,PAID
PART-20250402-165123,15286,1207,France,2025-04-02,10,184.85,PAID
PART-20250402-165124,7499,2501,Germany,2025-04-02,6,170.93,PAID
PART-20250402-165125,18150,1088,UK,2025-04-02,16,178.51,PAID
PART-20250402-165126,27082,1900,Canada,2025-04-02,20,200.99,PAID
PART-20250402-165127,27780,1440,USA,2025-04-02,13,342.56,PAID
PART-20250402-165128,12594,2497,UK,2025-04-02,12,236.6,PAID
PART-20250402-165129,14587,2565,UK,2025-04-02,10,429.16,PAID
PART-20250402-165130,3061,2291,USA,2025-04-02,13,200.86,PAID
PART-20250402-165131,11299,2024,France,2025-04-02,6,231.33,CANCELLED
PART-20250402-165132,177,1047,USA,2025-04-02,20,255.07,PAID
PART-20250402-165133,3705,2848,Germany,2025-04-02,8,389.15,PAID
PART-20250402-165134,8478,1857,UK,2025-04-02,17,173.29,PAID
PART-20250402-165135,5001,2166,USA,2025-04-02,20,192.04,PAID
PART-20250402-165136,13804,1334,UK,2025-04-02,11,484.19,PAID
PART-20250402-165137,22090,1535,USA,2025-04-02,5,150.36,CANCELLED
PART-20250402-165138,5295,1915,Germany,2025-04-02,20,360.91,PAID
PART-20250402-165139,29770,1792,USA,2025-04-02,18,488.55,PAID
PART-20250402-165140,21784,2844,Germany,2025-04-02,13,460.69,PAID
