order_id,client_id,product_id,country,order_date,quantity,unit_price,status
MOB-20250404-577500,74045,7714,Brazil,2025-04-04,2,90.92,PAID
MOB-20250404-577501,95343,8435,China,2025-04-04,1,70.36,CANCELLED
MOB-20250404-577502,86551,8751,Brazil,2025-04-04,2,47.36,PAID
MOB-20250404-577503,75392,8920,China,2025-04-04,1,56.82,PAID
MOB-20250404-577504,71862,9144,China,2025-04-04,3,32.59,PAID
MOB-20250404-577505,86107,9325,Brazil,2025-04-04,1,45.35,CANCELLED
MOB-20250404-577506,72403,8187,Brazil,2025-04-04,1,114.54,CANCELLED
MOB-20250404-577507,83721,7860,Brazil,2025-04-04,2,108.86,PAID
MOB-20250404-577508,98967,8183,Brazil,2025-04-04,1,61.72,CANCELLED
MOB-20250404-577509,72879,8943,India,2025-04-04,1,21.99,PAID
MOB-20250404-577510,78507,7744,Brazil,2025-04-04,3,71.41,CANCELLED
MOB-20250404-577511,82594,7851,Brazil,2025-04-04,1,15.21,CANCELLED
MOB-20250404-577512,75620,7111,India,2025-04-04,3,34.41,PAID
MOB-20250404-577513,91492,8375,Brazil,2025-04-04,2,123.31,PAID
MOB-20250404-577514,83172,8704,India,2025-04-04,1,87.9,CANCELLED
MOB-20250404-577515,97282,8014,Brazil,2025-04-04,2,45.85,PAID
MOB-20250404-577516,85659,9487,Brazil,2025-04-04,2,90.34,PAID
MOB-20250404-577517,87600,9787,Brazil,2025-04-04,1,28.02,CANCELLED
MOB-20250404-577518,89979,8422,China,2025-04-04,1,82.07,CANCELLED
MOB-20250404-577519,77082,8918,France,2025-04-04,1,28.28,PAID
MOB-20250404-577520,70840,8530,India,2025-04-04,3,91.63,PAID
MOB-20250404-577521,92165,9117,India,2025-04-04,1,138.14,PAID
MOB-20250404-577522,92847,9203,Brazil,2025-04-04,3,102.92,PAID
MOB-20250404-577523,94904,9967,USA,2025-04-04,1,54.24,PAID
MOB-20250404-577524,83275,8645,China,2025-04-04,1,135.33,PAID
MOB-20250404-577525,88296,7553,France,2025-04-04,1,117.81,CANCELLED
MOB-20250404-577526,85842,7044,Brazil,2025-04-04,1,104.78,CANCELLED
MOB-20250404-577527,79918,8473,China,2025-04-04,2,121.51,CANCELLED
MOB-20250404-577528,94411,7345,India,2025-04-04,1,98.82,PAID
MOB-20250404-577529,88114,8631,Brazil,2025-04-04,3,106.13,PAID
MOB-20250404-577530,94989,9289,Brazil,2025-04-04,3,30.43,CANCELLED
MOB-20250404-577531,91608,7590,China,2025-04-04,1,95.64,PAID
MOB-20250404-577532,80608,9498,Brazil,2025-04-04,2,73.83,CANCELLED
MOB-20250404-577533,76716,7877,France,2025-04-04,2,84.59,PAID
MOB-20250404-577534,87190,9486,India,2025-04-04,3,138.03,PAID
MOB-20250404-577535,86799,9740,India,2025-04-04,2,88.59,PAID
MOB-20250404-577536,76743,9402,China,2025-04-04,2,15.65,PAID
MOB-20250404-577537,78044,7334,Brazil,2025-04-04,3,85.87,CANCELLED
