order_id,client_id,product_id,country,order_date,quantity,unit_price,status
PART-20250404-610501,26045,1163,USA,2025-04-04,18,247.79,CANCELLED
PART-20250404-610502,7794,2015,USA,2025-04-04,12,187.69,PAID
PART-20250404-610503,27701,1464,UK,2025-04-04,18,488.1,PAID
PART-20250404-610504,21713,1476,UK,2025-04-04,12,429.82,CANCELLED
PART-20250404-610505,889,2599,Germany,2025-04-04,8,487.05,PAID
PART-20250404-610506,1260,1697,USA,2025-04-04,11,433.95,PAID
PART-20250404-610507,17741,2197,UK,2025-04-04,20,232.36,PAID
PART-20250404-610508,263,1668,Canada,2025-04-04,7,410.64,PAID
PART-20250404-610509,16516,1487,USA,2025-04-04,13,445.5,PAID
PART-20250404-610510,2607,1885,UK,2025-04-04,11,205.54,CANCELLED
PART-20250404-610511,8542,2136,France,2025-04-04,8,257.08,PAID
PART-20250404-610512,27476,1114,France,2025-04-04,8,246.7,PAID
PART-20250404-610513,26038,2338,USA,2025-04-04,9,170.91,PAID
PART-20250404-610514,6334,1278,USA,2025-04-04,9,371.93,PAID
PART-20250404-610515,20010,1236,USA,2025-04-04,12,234.72,PAID
PART-20250404-610516,21531,2400,USA,2025-04-04,13,266.41,PAID
PART-20250404-610517,11999,2252,USA,2025-04-04,10,309.96,PAID
PART-20250404-610518,7952,2285,UK,2025-04-04,12,261.87,PAID
PART-20250404-610519,1128,2892,USA,2025-04-04,18,214.25,PAID
PART-20250404-610520,1235,1787,USA,2025-04-04,9,499.04,PAID
PART-20250404-610521,25577,2214,France,2025-04-04,18,363.27,PAID
PART-20250404-610522,17877,2422,UK,2025-04-04,5,419.69,PAID
PART-20250404-610523,5874,1487,UK,2025-04-04,16,280.22,PAID
PART-20250404-610524,21911,2936,France,2025-04-04,9,168.28,CANCELLED
PART-20250404-610525,11211,1692,Germany,2025-04-04,10,255.64,PAID
PART-20250404-610526,13172,2565,USA,2025-04-04,15,444.58,PAID
PART-20250404-610527,22930,1113,USA,2025-04-04,18,315.52,PAID
PART-20250404-610528,15276,2309,Germany,2025-04-04,19,276.71,PAID
PART-20250404-610529,7421,2083,UK,2025-04-04,20,428.26,PAID
PART-20250404-610530,27374,2658,France,2025-04-04,19,260.42,PAID
PART-20250404-610531,18438,1258,Canada,2025-04-04,12,234.94,PAID
PART-20250404-610532,16246,1600,UK,2025-04-04,8,177.49,PAID
PART-20250404-610533,12414,1900,UK,2025-04-04,10,312.22,PAID
PART-20250404-610534,25703,1456,UK,2025-04-04,11,445.03,PAID
PART-20250404-610535,5458,2918,Canada,2025-04-04,16,159.2,PAID
PART-20250404-610536,11389,2870,Canada,2025-04-04,7,200.65,CANCELLED
PART-20250404-610537,5038,1240,USA,2025-04-04,16,342.78,PAID
PART-20250404-610538,5107,2260,UK,2025-04-04,6,407.69,PAID
PART-20250404-610539,5831,2146,France,2025-04-04,16,311.56,CANCELLED
PART-20250404-610540,11594,1766,UK,2025-04-04,18,183.84,PAID
PART-20250404-610541,26330,1651,Germany,2025-04-04,13,198.13,PAID
PART-20250404-610542,9941,1380,Germany,2025-04-04,13,387.24,PAID
PART-20250404-610543,24562,2009,USA,2025-04-04,6,387.31,PAID
PART-20250404-610544,17853,2259,Germany,2025-04-04,13,235.62,PAID
PART-20250404-610545,23120,1416,Germany,2025-04-04,7,208.62,PAID
PART-20250404-610546,6680,2793,USA,2025-04-04,14,187.52,PAID
PART-20250404-610547,14472,1876,USA,2025-04-04,8,207.82,PAID
PART-20250404-610548,15213,1197,USA,2025-04-04,12,261.42,PAID
PART-20250404-610549,17095,1695,Germany,2025-04-04,7,337.34,PAID
PART-20250404-610550,11169,2515,Germany,2025-04-04,20,467.75,PAID
PART-20250404-610551,8542,2428,France,2025-04-04,8,190.54,PAID
