order_id,client_id,product_id,country,order_date,quantity,unit_price,status
MOB-20250403-330000,93890,8848,China,2025-04-03,3,125.7,PAID
MOB-20250403-330001,92710,7237,Brazil,2025-04-03,2,89.28,PAID
MOB-20250403-330002,91165,8603,India,2025-04-03,3,145.29,PAID
MOB-20250403-330003,86127,8326,Brazil,2025-04-03,3,138.18,PAID
MOB-20250403-330004,70881,8405,India,2025-04-03,2,120.55,PAID
MOB-20250403-330005,77437,8206,China,2025-04-03,2,141.43,PAID
MOB-20250403-330006,83472,7449,Brazil,2025-04-03,2,143.98,PAID
MOB-20250403-330007,90768,8077,India,2025-04-03,3,55.54,CANCELLED
MOB-20250403-330008,94751,8153,China,2025-04-03,1,89.67,PAID
MOB-20250403-330009,96480,8176,India,2025-04-03,1,52.53,PAID
MOB-20250403-330010,92085,8041,Brazil,2025-04-03,2,61.09,CANCELLED
MOB-20250403-330011,83517,9009,Brazil,2025-04-03,2,99.44,PAID
MOB-20250403-330012,74115,8138,India,2025-04-03,1,55.11,PAID
MOB-20250403-330013,96659,7320,India,2025-04-03,3,75.59,PAID
MOB-20250403-330014,94453,9946,China,2025-04-03,2,144.31,PAID
MOB-20250403-330015,86664,8254,USA,2025-04-03,1,131.65,PAID
MOB-20250403-330016,89250,7994,Brazil,2025-04-03,2,32.56,CANCELLED
MOB-20250403-330017,71338,9988,India,2025-04-03,2,14.77,PAID
MOB-20250403-330018,89546,7103,China,2025-04-03,1,88.93,CANCELLED
MOB-20250403-330019,78599,8267,France,2025-04-03,2,35.63,PAID
MOB-20250403-330020,73198,8092,India,2025-04-03,3,25.27,CANCELLED
MOB-20250403-330021,85963,8561,India,2025-04-03,2,12.41,PAID
MOB-20250403-330022,89665,8073,France,2025-04-03,3,121.33,CANCELLED
MOB-20250403-330023,81914,7320,Brazil,2025-04-03,2,94.17,PAID
MOB-20250403-330024,98467,8227,India,2025-04-03,3,61.07,PAID
MOB-20250403-330025,70640,8238,Brazil,2025-04-03,2,18.28,PAID
MOB-20250403-330026,79732,9600,China,2025-04-03,2,73.3,PAID
MOB-20250403-330027,76568,7713,Brazil,2025-04-03,2,147.83,PAID
MOB-20250403-330028,90283,8746,USA,2025-04-03,2,86.88,CANCELLED
MOB-20250403-330029,74837,9242,China,2025-04-03,2,134.1,CANCELLED
MOB-20250403-330030,90110,9813,Brazil,2025-04-03,1,31.57,PAID
MOB-20250403-330031,97173,8550,India,2025-04-03,3,41.91,PAID
MOB-20250403-330032,83042,9032,China,2025-04-03,1,51.14,CANCELLED
MOB-20250403-330033,73216,7011,Brazil,2025-04-03,3,133.78,PAID
MOB-20250403-330034,98153,8166,China,2025-04-03,3,60.27,PAID
MOB-20250403-330035,85578,9440,France,2025-04-03,2,21.51,PAID
MOB-20250403-330036,96155,8271,Brazil,2025-04-03,2,125.24,PAID
MOB-20250403-330037,88272,7653,India,2025-04-03,3,134.11,CANCELLED
MOB-20250403-330038,88369,9661,India,2025-04-03,1,94.52,PAID
MOB-20250403-330039,87693,9446,India,2025-04-03,1,92.26,CANCELLED
MOB-20250403-330040,75297,9883,Brazil,2025-04-03,2,44.63,PAID
MOB-20250403-330041,77293,9818,Brazil,2025-04-03,3,111.36,CANCELLED
MOB-20250403-330042,78157,7116,USA,2025-04-03,3,21.6,PAID
MOB-20250403-330043,93720,9947,China,2025-04-03,1,37.29,PAID
MOB-20250403-330044,97261,8325,Brazil,2025-04-03,2,80.73,CANCELLED
MOB-20250403-330045,86815,9261,Brazil,2025-04-03,1,88.68,PAID
MOB-20250403-330046,91578,8281,Brazil,2025-04-03,3,59.44,CANCELLED
MOB-20250403-330047,98633,7363,France,2025-04-03,3,69.24,CANCELLED
MOB-20250403-330048,84404,9936,India,2025-04-03,3,103.91,CANCELLED
MOB-20250403-330049,89749,9302,Brazil,2025-04-03,1,138.3,PAID
MOB-20250403-330050,93440,9835,India,2025-04-03,1,148.4,PAID
MOB-20250403-330051,97065,7933,China,2025-04-03,3,107.98,PAID
MOB-20250403-330052,92972,8255,China,2025-04-03,1,100.9,PAID
MOB-20250403-330053,97729,9640,France,2025-04-03,1,40.22,PAID
MOB-20250403-330054,75064,8145,India,2025-04-03,2,113.37,PAID
MOB-20250403-330055,95587,8485,China,2025-04-03,3,133.08,PAID
MOB-20250403-330056,72835,8069,Brazil,2025-04-03,3,22.97,CANCELLED
MOB-20250403-330057,93503,8656,India,2025-04-03,3,14.48,PAID
MOB-20250403-330058,79939,8474,India,2025-04-03,2,62.52,CANCELLED
MOB-20250403-330059,88442,8291,Brazil,2025-04-03,2,52.0,PAID
