order_id,client_id,product_id,country,order_date,quantity,unit_price,status
PART-20250403-363001,10713,1395,France,2025-04-03,16,405.71,CANCELLED
PART-20250403-363002,23248,2074,USA,2025-04-03,9,273.83,PAID
PART-20250403-363003,168,2304,USA,2025-04-03,12,358.58,PAID
PART-20250403-363004,16920,2244,Germany,2025-04-03,16,317.44,PAID
PART-20250403-363005,3694,2923,Germany,2025-04-03,16,447.42,PAID
PART-20250403-363006,15429,2282,UK,2025-04-03,17,475.28,PAID
PART-20250403-363007,4620,1836,Germany,2025-04-03,11,168.37,PAID
PART-20250403-363008,26433,1476,UK,2025-04-03,11,236.29,PAID
PART-20250403-363009,11743,1731,France,2025-04-03,8,222.41,CANCELLED
PART-20250403-363010,26735,1600,Germany,2025-04-03,18,223.46,PAID
PART-20250403-363011,15265,1398,Canada,2025-04-03,11,329.11,PAID
PART-20250403-363012,24329,2393,Germany,2025-04-03,20,488.34,PAID
PART-20250403-363013,13399,1900,Germany,2025-04-03,12,443.19,PAID
PART-20250403-363014,6488,2530,France,2025-04-03,14,220.22,PAID
PART-20250403-363015,25632,1249,USA,2025-04-03,17,182.51,PAID
PART-20250403-363016,23110,2989,UK,2025-04-03,9,271.94,PAID
PART-20250403-363017,9856,2991,Canada,2025-04-03,12,496.01,CANCELLED
PART-20250403-363018,27004,2339,USA,2025-04-03,10,252.09,PAID
PART-20250403-363019,5414,1080,Germany,2025-04-03,17,388.94,PAID
PART-20250403-363020,23953,1316,Germany,2025-04-03,8,375.47,PAID
PART-20250403-363021,19382,1128,UK,2025-04-03,15,159.55,PAID
PART-20250403-363022,19498,1357,USA,2025-04-03,17,315.26,PAID
PART-20250403-363023,25068,2890,USA,2025-04-03,13,248.56,PAID
PART-20250403-363024,11208,2181,USA,2025-04-03,5,498.41,PAID
PART-20250403-363025,17822,1415,UK,2025-04-03,6,383.66,PAID
PART-20250403-363026,17989,1189,USA,2025-04-03,20,461.57,PAID
PART-20250403-363027,8647,1601,USA,2025-04-03,9,349.68,PAID
PART-20250403-363028,23381,1440,USA,2025-04-03,5,378.53,PAID
PART-20250403-363029,9315,2278,Germany,2025-04-03,8,175.39,PAID
PART-20250403-363030,8154,2927,France,2025-04-03,10,392.51,PAID
PART-20250403-363031,17818,1941,UK,2025-04-03,16,207.13,PAID
PART-20250403-363032,7660,2174,Germany,2025-04-03,8,390.42,PAID
PART-20250403-363033,5675,1971,UK,2025-04-03,20,370.7,PAID
PART-20250403-363034,9753,2560,USA,2025-04-03,6,161.05,PAID
PART-20250403-363035,2205,1698,UK,2025-04-03,9,300.8,PAID
PART-20250403-363036,19028,1626,Germany,2025-04-03,5,315.9,PAID
PART-20250403-363037,8067,2270,UK,2025-04-03,16,314.17,PAID
PART-20250403-363038,15852,1722,UK,2025-04-03,13,299.33,PAID
PART-20250403-363039,2670,2771,Germany,2025-04-03,18,497.58,PAID
PART-20250403-363040,26427,2490,USA,2025-04-03,20,326.71,PAID
PART-20250403-363041,20339,2262,France,2025-04-03,13,404.16,PAID
PART-20250403-363042,20922,2286,Germany,2025-04-03,10,327.65,PAID
PART-20250403-363043,26938,2404,UK,2025-04-03,9,396.52,PAID
PART-20250403-363044,15027,1383,USA,2025-04-03,11,262.03,PAID
PART-20250403-363045,5807,2979,USA,2025-04-03,6,179.45,PAID
PART-20250403-363046,19052,2369,UK,2025-04-03,12,268.05,PAID
PART-20250403-363047,6387,2391,USA,2025-04-03,15,490.1,PAID
PART-20250403-363048,16965,1108,Canada,2025-04-03,19,212.07,PAID
PART-20250403-363049,25404,2493,UK,2025-04-03,15,250.26,PAID
PART-20250403-363050,13541,2512,USA,2025-04-03,14,164.56,PAID
PART-20250403-363051,4320,1545,USA,2025-04-03,17,437.78,PAID
